match,home_team,away_team,market_name,player_name,player_team,line,over_price,under_price,agency,opposition_team,EventKey,MarketKey,OutcomeKey
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Cj Abrams,NA,1.5,6.5,NA,Pointsbet,NA,2427619,95668109,14
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Cj Abrams,NA,2.5,15,NA,Pointsbet,NA,2427619,95668109,15
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Josh Bell,Washington Nationals,0.5,2.4,NA,Pointsbet,Atlanta Braves,2427619,95668109,19
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Josh Bell,Washington Nationals,1.5,5,NA,Pointsbet,Atlanta Braves,2427619,95668109,20
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Josh Bell,Washington Nationals,2.5,11,NA,Pointsbet,Atlanta Braves,2427619,95668109,21
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,James Wood,Washington Nationals,0.5,2.7,NA,Pointsbet,Atlanta Braves,2427619,95668109,25
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,James Wood,Washington Nationals,1.5,6.5,NA,Pointsbet,Atlanta Braves,2427619,95668109,26
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,James Wood,Washington Nationals,2.5,15,NA,Pointsbet,Atlanta Braves,2427619,95668109,27
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Daylen Lile,Washington Nationals,0.5,2.55,NA,Pointsbet,Atlanta Braves,2427619,95668109,31
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Daylen Lile,Washington Nationals,1.5,5.75,NA,Pointsbet,Atlanta Braves,2427619,95668109,32
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Daylen Lile,Washington Nationals,2.5,13,NA,Pointsbet,Atlanta Braves,2427619,95668109,33
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Brady House,NA,0.5,3.3,NA,Pointsbet,NA,2427619,95668109,37
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Brady House,NA,1.5,9,NA,Pointsbet,NA,2427619,95668109,38
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Robert Hassell Iii,NA,0.5,3.4,NA,Pointsbet,NA,2427619,95668109,43
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Robert Hassell Iii,NA,1.5,9,NA,Pointsbet,NA,2427619,95668109,44
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ozzie Albies,Atlanta Braves,0.5,2.25,NA,Pointsbet,Washington Nationals,2427619,95668109,49
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ozzie Albies,Atlanta Braves,1.5,4.5,NA,Pointsbet,Washington Nationals,2427619,95668109,50
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ozzie Albies,Atlanta Braves,2.5,9.5,NA,Pointsbet,Washington Nationals,2427619,95668109,51
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Jurickson Profar,NA,0.5,2.5,NA,Pointsbet,NA,2427619,95668109,55
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Jurickson Profar,NA,1.5,5.25,NA,Pointsbet,NA,2427619,95668109,56
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Jurickson Profar,NA,2.5,12,NA,Pointsbet,NA,2427619,95668109,57
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ha-Seong Kim,NA,0.5,2.55,NA,Pointsbet,NA,2427619,95668109,61
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ha-Seong Kim,NA,1.5,5.25,NA,Pointsbet,NA,2427619,95668109,62
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ha-Seong Kim,NA,2.5,11,NA,Pointsbet,NA,2427619,95668109,63
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ronald Acuna Jr.,Atlanta Braves,0.5,2.35,NA,Pointsbet,Washington Nationals,2427619,95668109,67
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ronald Acuna Jr.,Atlanta Braves,1.5,4.5,NA,Pointsbet,Washington Nationals,2427619,95668109,68
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Ronald Acuna Jr.,Atlanta Braves,2.5,9.5,NA,Pointsbet,Washington Nationals,2427619,95668109,69
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Marcell Ozuna,Atlanta Braves,0.5,2.55,NA,Pointsbet,Washington Nationals,2427619,95668109,73
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Marcell Ozuna,Atlanta Braves,1.5,5.25,NA,Pointsbet,Washington Nationals,2427619,95668109,74
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Marcell Ozuna,Atlanta Braves,2.5,12,NA,Pointsbet,Washington Nationals,2427619,95668109,75
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Michael Harris Ii,NA,0.5,2.6,NA,Pointsbet,NA,2427619,95668109,79
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Michael Harris Ii,NA,1.5,5.75,NA,Pointsbet,NA,2427619,95668109,80
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Michael Harris Ii,NA,2.5,12,NA,Pointsbet,NA,2427619,95668109,81
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Matt Olson,Atlanta Braves,0.5,2.35,NA,Pointsbet,Washington Nationals,2427619,95668109,85
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Matt Olson,Atlanta Braves,1.5,4.75,NA,Pointsbet,Washington Nationals,2427619,95668109,86
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Matt Olson,Atlanta Braves,2.5,10,NA,Pointsbet,Washington Nationals,2427619,95668109,87
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Drake Baldwin,Atlanta Braves,0.5,2.55,NA,Pointsbet,Washington Nationals,2427619,95668109,91
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Drake Baldwin,Atlanta Braves,1.5,5.25,NA,Pointsbet,Washington Nationals,2427619,95668109,92
Washington Nationals v Atlanta Braves,Washington Nationals,Atlanta Braves,Batter RBIs,Drake Baldwin,Atlanta Braves,2.5,11,NA,Pointsbet,Washington Nationals,2427619,95668109,93
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Richie Palacios,NA,0.5,3.1,NA,Pointsbet,NA,2427673,95661904,1
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Richie Palacios,NA,1.5,8,NA,Pointsbet,NA,2427673,95661904,2
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Richie Palacios,NA,2.5,17,NA,Pointsbet,NA,2427673,95661904,3
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Yandy Diaz,Tampa Bay Rays,0.5,2.55,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,7
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Yandy Diaz,Tampa Bay Rays,1.5,5.75,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,8
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Yandy Diaz,Tampa Bay Rays,2.5,13,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,9
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Brandon Lowe,Tampa Bay Rays,0.5,2.4,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,13
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Brandon Lowe,Tampa Bay Rays,1.5,5,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,14
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Brandon Lowe,Tampa Bay Rays,2.5,10.5,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,15
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Junior Caminero,Tampa Bay Rays,0.5,2.25,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,19
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Junior Caminero,Tampa Bay Rays,1.5,4.4,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,20
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Junior Caminero,Tampa Bay Rays,2.5,9.5,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,21
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Chandler Simpson,NA,0.5,3.3,NA,Pointsbet,NA,2427673,95661904,25
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Chandler Simpson,NA,1.5,9.5,NA,Pointsbet,NA,2427673,95661904,26
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Josh Lowe,Tampa Bay Rays,0.5,2.75,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,31
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Josh Lowe,Tampa Bay Rays,1.5,6,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,32
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Josh Lowe,Tampa Bay Rays,2.5,13,NA,Pointsbet,Toronto Blue Jays,2427673,95661904,33
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Hunter Feduccia,NA,0.5,3.6,NA,Pointsbet,NA,2427673,95661904,37
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Hunter Feduccia,NA,1.5,9.5,NA,Pointsbet,NA,2427673,95661904,38
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Carson Williams,NA,0.5,3,NA,Pointsbet,NA,2427673,95661904,43
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Carson Williams,NA,1.5,8,NA,Pointsbet,NA,2427673,95661904,44
Tampa Bay Rays v Toronto Blue Jays,Tampa Bay Rays,Toronto Blue Jays,Batter RBIs,Carson Williams,NA,2.5,16,NA,Pointsbet,NA,2427673,95661904,45
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Trent Grisham,New York Yankees,0.5,2.55,NA,Pointsbet,Minnesota Twins,2427675,95661543,1
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Trent Grisham,New York Yankees,1.5,5.25,NA,Pointsbet,Minnesota Twins,2427675,95661543,2
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Trent Grisham,New York Yankees,2.5,11,NA,Pointsbet,Minnesota Twins,2427675,95661543,3
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Jazz Chisholm Jr.,NA,0.5,2.5,NA,Pointsbet,NA,2427675,95661543,7
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Jazz Chisholm Jr.,NA,1.5,4.75,NA,Pointsbet,NA,2427675,95661543,8
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Jazz Chisholm Jr.,NA,2.5,10,NA,Pointsbet,NA,2427675,95661543,9
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Ryan Mcmahon,NA,0.5,2.9,NA,Pointsbet,NA,2427675,95661543,13
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Ryan Mcmahon,NA,1.5,6.5,NA,Pointsbet,NA,2427675,95661543,14
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Ryan Mcmahon,NA,2.5,13,NA,Pointsbet,NA,2427675,95661543,15
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Ben Rice,New York Yankees,0.5,2.25,NA,Pointsbet,Minnesota Twins,2427675,95661543,19
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Ben Rice,New York Yankees,1.5,4.5,NA,Pointsbet,Minnesota Twins,2427675,95661543,20
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Ben Rice,New York Yankees,2.5,10,NA,Pointsbet,Minnesota Twins,2427675,95661543,21
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Austin Wells,New York Yankees,0.5,2.5,NA,Pointsbet,Minnesota Twins,2427675,95661543,25
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Austin Wells,New York Yankees,1.5,5.25,NA,Pointsbet,Minnesota Twins,2427675,95661543,26
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Austin Wells,New York Yankees,2.5,11,NA,Pointsbet,Minnesota Twins,2427675,95661543,27
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Cody Bellinger,New York Yankees,0.5,2.3,NA,Pointsbet,Minnesota Twins,2427675,95661543,31
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Cody Bellinger,New York Yankees,1.5,4.75,NA,Pointsbet,Minnesota Twins,2427675,95661543,32
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Cody Bellinger,New York Yankees,2.5,9.5,NA,Pointsbet,Minnesota Twins,2427675,95661543,33
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Jose Caballero,Tampa Bay Rays,0.5,3.4,NA,Pointsbet,Minnesota Twins,2427675,95661543,37
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Jose Caballero,Tampa Bay Rays,1.5,9,NA,Pointsbet,Minnesota Twins,2427675,95661543,38
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Aaron Judge,New York Yankees,0.5,2.05,NA,Pointsbet,Minnesota Twins,2427675,95661543,43
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Aaron Judge,New York Yankees,1.5,3.9,NA,Pointsbet,Minnesota Twins,2427675,95661543,44
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Aaron Judge,New York Yankees,2.5,7,NA,Pointsbet,Minnesota Twins,2427675,95661543,45
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Aaron Judge,New York Yankees,3.5,13,NA,Pointsbet,Minnesota Twins,2427675,95661543,46
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Trevor Larnach,Minnesota Twins,0.5,3.25,NA,Pointsbet,New York Yankees,2427675,95661543,49
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Trevor Larnach,Minnesota Twins,1.5,8.5,NA,Pointsbet,New York Yankees,2427675,95661543,50
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Luke Keaschall,NA,0.5,2.9,NA,Pointsbet,NA,2427675,95661543,55
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Luke Keaschall,NA,1.5,7,NA,Pointsbet,NA,2427675,95661543,56
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Luke Keaschall,NA,2.5,16,NA,Pointsbet,NA,2427675,95661543,57
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Austin Martin,NA,0.5,3,NA,Pointsbet,NA,2427675,95661543,61
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Austin Martin,NA,1.5,8,NA,Pointsbet,NA,2427675,95661543,62
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Austin Martin,NA,2.5,16,NA,Pointsbet,NA,2427675,95661543,63
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Kody Clemens,Minnesota Twins,0.5,2.85,NA,Pointsbet,New York Yankees,2427675,95661543,67
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Kody Clemens,Minnesota Twins,1.5,7,NA,Pointsbet,New York Yankees,2427675,95661543,68
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Kody Clemens,Minnesota Twins,2.5,15,NA,Pointsbet,New York Yankees,2427675,95661543,69
Minnesota Twins v New York Yankees,Minnesota Twins,New York Yankees,Batter RBIs,Royce Lewis,Minnesota Twins,0.5,2.7,NA,Pointsbet,New York Yankees,2427675,95661543,73
