match,home_team,away_team,market_name,player_name,player_team,opposition_team,line,over_price,under_price,prop_id,under_prop_id,agency
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Jurickson Profar,San Diego Padres,Texas Rangers,0.5,1.45,NA,799649,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Donovan Solano,San Diego Padres,Texas Rangers,0.5,1.52,NA,799650,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Ha-Seong Kim,San Diego Padres,Texas Rangers,0.5,1.62,NA,799663,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Bryce Johnson,NA,NA,0.5,1.65,NA,799664,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Kyle Higashioka,San Diego Padres,Texas Rangers,0.5,1.72,NA,799665,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Marcus Semien,Texas Rangers,San Diego Padres,1.5,2.6,NA,799666,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Corey Seager,Texas Rangers,San Diego Padres,1.5,2.7,NA,799667,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Adolis García,Texas Rangers,San Diego Padres,1.5,3,NA,799668,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Wyatt Langford,Texas Rangers,San Diego Padres,1.5,3.1,NA,799669,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Nathaniel Lowe,Texas Rangers,San Diego Padres,1.5,3.2,NA,799670,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Josh Smith,Texas Rangers,San Diego Padres,1.5,3.3,NA,799671,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Leody Taveras,Texas Rangers,San Diego Padres,1.5,3.5,NA,799672,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Jonah Heim,Texas Rangers,San Diego Padres,1.5,3.75,NA,799673,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Derek Hill,NA,NA,1.5,3.75,NA,799674,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Luis Arraez,San Diego Padres,Texas Rangers,1.5,2.15,NA,799675,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Jackson Merrill,San Diego Padres,Texas Rangers,1.5,2.6,NA,799676,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Jake Cronenworth,San Diego Padres,Texas Rangers,1.5,2.6,NA,799677,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Manny Machado,San Diego Padres,Texas Rangers,1.5,2.8,NA,799678,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Jurickson Profar,San Diego Padres,Texas Rangers,1.5,3.1,NA,799679,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Donovan Solano,San Diego Padres,Texas Rangers,1.5,3.4,NA,799680,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Ha-Seong Kim,San Diego Padres,Texas Rangers,1.5,4,NA,799681,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Bryce Johnson,NA,NA,1.5,4,NA,799682,NA,TAB
Texas Rangers v San Diego Padres,Texas Rangers,San Diego Padres,Player Hits,Kyle Higashioka,San Diego Padres,Texas Rangers,1.5,4.5,NA,799683,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Bobby Witt Jr.,Kansas City Royals,Tampa Bay Rays,0.5,1.3,NA,800036,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Maikel Garcia,Kansas City Royals,Tampa Bay Rays,0.5,1.35,NA,800037,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Salvador Perez,Kansas City Royals,Tampa Bay Rays,0.5,1.45,NA,800038,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Vinnie Pasquantino,Kansas City Royals,Tampa Bay Rays,0.5,1.52,NA,800039,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Freddy Fermin,Kansas City Royals,Tampa Bay Rays,0.5,1.58,NA,800040,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Michael Massey,NA,NA,0.5,1.58,NA,800041,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Hunter Renfroe,Kansas City Royals,Tampa Bay Rays,0.5,1.6,NA,800042,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,MJ Melendez,Kansas City Royals,Tampa Bay Rays,0.5,1.72,NA,800043,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Kyle Isbel,Kansas City Royals,Tampa Bay Rays,0.5,1.75,NA,800044,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Yandy Diaz,NA,NA,0.5,1.24,NA,800045,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Randy Arozarena,Tampa Bay Rays,Kansas City Royals,0.5,1.4,NA,800046,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Isaac Paredes,Tampa Bay Rays,Kansas City Royals,0.5,1.42,NA,800047,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Josh Lowe,Tampa Bay Rays,Kansas City Royals,0.5,1.45,NA,800048,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Brandon Lowe,Tampa Bay Rays,Kansas City Royals,0.5,1.5,NA,800049,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Richie Palacios,Tampa Bay Rays,Kansas City Royals,0.5,1.58,NA,800051,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Jose Siri,Tampa Bay Rays,Kansas City Royals,0.5,1.58,NA,800050,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Ben Rortvedt,Tampa Bay Rays,Kansas City Royals,0.5,1.68,NA,800052,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Taylor Walls,Tampa Bay Rays,Kansas City Royals,0.5,1.72,NA,800053,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Bobby Witt Jr.,Kansas City Royals,Tampa Bay Rays,1.5,2.4,NA,800054,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Maikel Garcia,Kansas City Royals,Tampa Bay Rays,1.5,2.7,NA,800055,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Salvador Perez,Kansas City Royals,Tampa Bay Rays,1.5,3.2,NA,800056,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Vinnie Pasquantino,Kansas City Royals,Tampa Bay Rays,1.5,3.4,NA,800057,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Hunter Renfroe,Kansas City Royals,Tampa Bay Rays,1.5,3.75,NA,800060,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Freddy Fermin,Kansas City Royals,Tampa Bay Rays,1.5,3.75,NA,800058,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Michael Massey,NA,NA,1.5,3.75,NA,800059,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,MJ Melendez,Kansas City Royals,Tampa Bay Rays,1.5,4.5,NA,800061,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Kyle Isbel,Kansas City Royals,Tampa Bay Rays,1.5,4.5,NA,800062,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Yandy Diaz,NA,NA,1.5,2.15,NA,800063,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Randy Arozarena,Tampa Bay Rays,Kansas City Royals,1.5,2.8,NA,800064,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Isaac Paredes,Tampa Bay Rays,Kansas City Royals,1.5,2.9,NA,800065,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Josh Lowe,Tampa Bay Rays,Kansas City Royals,1.5,3.1,NA,800066,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Brandon Lowe,Tampa Bay Rays,Kansas City Royals,1.5,3.2,NA,800067,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Jose Siri,Tampa Bay Rays,Kansas City Royals,1.5,3.5,NA,800068,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Richie Palacios,Tampa Bay Rays,Kansas City Royals,1.5,3.6,NA,800069,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Ben Rortvedt,Tampa Bay Rays,Kansas City Royals,1.5,4.25,NA,800070,NA,TAB
Kansas City Royals v Tampa Bay Rays,Kansas City Royals,Tampa Bay Rays,Player Hits,Taylor Walls,Tampa Bay Rays,Kansas City Royals,1.5,4.25,NA,800071,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Carlos Correa,Minnesota Twins,Detroit Tigers,0.5,1.36,NA,799842,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Willi Castro,Minnesota Twins,Detroit Tigers,0.5,1.4,NA,799844,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Jose Miranda,Minnesota Twins,Detroit Tigers,0.5,1.42,NA,799843,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Max Kepler,Minnesota Twins,Detroit Tigers,0.5,1.42,NA,799845,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Carlos Santana,Minnesota Twins,Detroit Tigers,0.5,1.45,NA,799846,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Trevor Larnach,Minnesota Twins,Detroit Tigers,0.5,1.48,NA,799847,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Byron Buxton,Minnesota Twins,Detroit Tigers,0.5,1.55,NA,799848,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Ryan Jeffers,Minnesota Twins,Detroit Tigers,0.5,1.58,NA,799850,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Austin Martin,Minnesota Twins,Detroit Tigers,0.5,1.62,NA,799849,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Gio Urshela,Detroit Tigers,Minnesota Twins,0.5,1.35,NA,799851,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Matt Vierling,Detroit Tigers,Minnesota Twins,0.5,1.36,NA,799852,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Colt Keith,Detroit Tigers,Minnesota Twins,0.5,1.38,NA,799853,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Wenceel Pérez,Detroit Tigers,Minnesota Twins,0.5,1.42,NA,799854,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Riley Greene,Detroit Tigers,Minnesota Twins,0.5,1.45,NA,799855,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Mark Canha,Detroit Tigers,Minnesota Twins,0.5,1.5,NA,799856,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Zach McKinstry,Detroit Tigers,Minnesota Twins,0.5,1.6,NA,799857,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Justyn-Henry Malloy,Detroit Tigers,Minnesota Twins,0.5,1.65,NA,799858,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Jake Rogers,Detroit Tigers,Minnesota Twins,0.5,1.7,NA,799859,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Gio Urshela,Detroit Tigers,Minnesota Twins,1.5,2.6,NA,799869,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Matt Vierling,Detroit Tigers,Minnesota Twins,1.5,2.6,NA,799870,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Colt Keith,Detroit Tigers,Minnesota Twins,1.5,2.7,NA,799871,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Riley Greene,Detroit Tigers,Minnesota Twins,1.5,3,NA,799873,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Wenceel Pérez,Detroit Tigers,Minnesota Twins,1.5,3.1,NA,799872,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Mark Canha,Detroit Tigers,Minnesota Twins,1.5,3.3,NA,799874,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Zach McKinstry,Detroit Tigers,Minnesota Twins,1.5,4,NA,799876,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Justyn-Henry Malloy,Detroit Tigers,Minnesota Twins,1.5,4.25,NA,799875,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Jake Rogers,Detroit Tigers,Minnesota Twins,1.5,4.5,NA,799877,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Carlos Correa,Minnesota Twins,Detroit Tigers,1.5,2.6,NA,799860,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Willi Castro,Minnesota Twins,Detroit Tigers,1.5,2.8,NA,799861,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Max Kepler,Minnesota Twins,Detroit Tigers,1.5,2.9,NA,799863,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Jose Miranda,Minnesota Twins,Detroit Tigers,1.5,3,NA,799862,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Carlos Santana,Minnesota Twins,Detroit Tigers,1.5,3.2,NA,799864,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Trevor Larnach,Minnesota Twins,Detroit Tigers,1.5,3.3,NA,799865,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Byron Buxton,Minnesota Twins,Detroit Tigers,1.5,3.6,NA,799866,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Ryan Jeffers,Minnesota Twins,Detroit Tigers,1.5,3.75,NA,799867,NA,TAB
Minnesota Twins v Detroit Tigers,Minnesota Twins,Detroit Tigers,Player Hits,Austin Martin,Minnesota Twins,Detroit Tigers,1.5,4,NA,799868,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Charlie Blackmon,NA,NA,0.5,1.28,NA,800232,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Brendan Rodgers,Colorado Rockies,Milwaukee Brewers,0.5,1.28,NA,800230,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Ezequiel Tovar,Colorado Rockies,Milwaukee Brewers,0.5,1.28,NA,800231,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Ryan McMahon,Colorado Rockies,Milwaukee Brewers,0.5,1.35,NA,800234,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Brenton Doyle,Colorado Rockies,Milwaukee Brewers,0.5,1.36,NA,800235,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Michael Toglia,Colorado Rockies,Milwaukee Brewers,0.5,1.4,NA,800236,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Jake Cave,Colorado Rockies,Milwaukee Brewers,0.5,1.45,NA,800238,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Nolan Jones,Colorado Rockies,Milwaukee Brewers,0.5,1.48,NA,800237,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Christian Yelich,Milwaukee Brewers,Colorado Rockies,0.5,1.24,NA,800239,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,William Contreras,Milwaukee Brewers,Colorado Rockies,0.5,1.24,NA,800240,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Brice Turang,Milwaukee Brewers,Colorado Rockies,0.5,1.25,NA,800241,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Willy Adames,Milwaukee Brewers,Colorado Rockies,0.5,1.3,NA,800242,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Rhys Hoskins,Milwaukee Brewers,Colorado Rockies,0.5,1.38,NA,800243,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Sal Frelick,Milwaukee Brewers,Colorado Rockies,0.5,1.38,NA,800244,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Jackson Chourio,Milwaukee Brewers,Colorado Rockies,0.5,1.38,NA,800246,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Jake Bauers,Milwaukee Brewers,Colorado Rockies,0.5,1.4,NA,800247,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Ezequiel Tovar,Colorado Rockies,Milwaukee Brewers,1.5,2.25,NA,800248,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Charlie Blackmon,NA,NA,1.5,2.3,NA,800249,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Brendan Rodgers,Colorado Rockies,Milwaukee Brewers,1.5,2.3,NA,800250,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Ryan McMahon,Colorado Rockies,Milwaukee Brewers,1.5,2.6,NA,800252,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Brenton Doyle,Colorado Rockies,Milwaukee Brewers,1.5,2.7,NA,800253,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Michael Toglia,Colorado Rockies,Milwaukee Brewers,1.5,2.9,NA,800254,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Jake Cave,Colorado Rockies,Milwaukee Brewers,1.5,3.1,NA,800256,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Nolan Jones,Colorado Rockies,Milwaukee Brewers,1.5,3.2,NA,800255,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,William Contreras,Milwaukee Brewers,Colorado Rockies,1.5,2.1,NA,800258,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Christian Yelich,Milwaukee Brewers,Colorado Rockies,1.5,2.15,NA,800257,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Brice Turang,Milwaukee Brewers,Colorado Rockies,1.5,2.15,NA,800259,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Willy Adames,Milwaukee Brewers,Colorado Rockies,1.5,2.4,NA,800260,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Jackson Chourio,Milwaukee Brewers,Colorado Rockies,1.5,2.7,NA,800264,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Sal Frelick,Milwaukee Brewers,Colorado Rockies,1.5,2.7,NA,800263,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Rhys Hoskins,Milwaukee Brewers,Colorado Rockies,1.5,2.8,NA,800262,NA,TAB
Colorado Rockies v Milwaukee Brewers,Colorado Rockies,Milwaukee Brewers,Player Hits,Jake Bauers,Milwaukee Brewers,Colorado Rockies,1.5,2.8,NA,800265,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Miguel Andujar,Oakland Athletics,Los Angeles Angels,0.5,1.4,NA,800424,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,JJ Bleday,Oakland Athletics,Los Angeles Angels,0.5,1.45,NA,800425,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Shea Langeliers,Oakland Athletics,Los Angeles Angels,0.5,1.55,NA,800426,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Brent Rooker,Oakland Athletics,Los Angeles Angels,0.5,1.55,NA,800427,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Zack Gelof,Oakland Athletics,Los Angeles Angels,0.5,1.58,NA,800430,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Armando Alvarez,Oakland Athletics,Los Angeles Angels,0.5,1.65,NA,800431,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Tyler Soderstrom,Oakland Athletics,Los Angeles Angels,0.5,1.65,NA,800429,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Max Schuemann,Oakland Athletics,Los Angeles Angels,0.5,1.75,NA,800432,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Luis Rengifo,Los Angeles Angels,Oakland Athletics,0.5,1.38,NA,800433,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Nolan Schanuel,Los Angeles Angels,Oakland Athletics,0.5,1.42,NA,800434,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Logan O'Hoppe,Los Angeles Angels,Oakland Athletics,0.5,1.45,NA,800435,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Taylor Ward,Los Angeles Angels,Oakland Athletics,0.5,1.5,NA,800437,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Brandon Drury,Los Angeles Angels,Oakland Athletics,0.5,1.52,NA,800436,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Zach Neto,Los Angeles Angels,Oakland Athletics,0.5,1.62,NA,800438,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Mickey Moniak,Los Angeles Angels,Oakland Athletics,0.5,1.7,NA,800440,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Jo Adell,Los Angeles Angels,Oakland Athletics,0.5,1.75,NA,800441,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Miguel Andujar,Oakland Athletics,Los Angeles Angels,1.5,2.9,NA,800442,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,JJ Bleday,Oakland Athletics,Los Angeles Angels,1.5,3.1,NA,800443,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Shea Langeliers,Oakland Athletics,Los Angeles Angels,1.5,3.6,NA,800444,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Brent Rooker,Oakland Athletics,Los Angeles Angels,1.5,3.6,NA,800445,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Tyler Soderstrom,Oakland Athletics,Los Angeles Angels,1.5,4,NA,800446,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Zack Gelof,Oakland Athletics,Los Angeles Angels,1.5,4,NA,800449,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Armando Alvarez,Oakland Athletics,Los Angeles Angels,1.5,4.25,NA,800447,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Max Schuemann,Oakland Athletics,Los Angeles Angels,1.5,5,NA,800450,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Luis Rengifo,Los Angeles Angels,Oakland Athletics,1.5,2.6,NA,800451,NA,TAB
Oakland Athletics v Los Angeles Angels,Oakland Athletics,Los Angeles Angels,Player Hits,Nolan Schanuel,Los Angeles Angels,Oakland Athletics,1.5,2.9,NA,800452,NA,TAB
