id,name,rot_num,line_id,price,handicap,selection,home_team,away_team
1610108663,Over,968,5010039168,1.602,0.5,Jonah Heim (Total Bases)(must start),New York Yankees,Texas Rangers
1610108664,Under,969,5010039169,2.24,0.5,Jonah Heim (Total Bases)(must start),New York Yankees,Texas Rangers
1610108645,Over,968,5010186705,1.526,0.5,Marcus Semien (Total Bases)(must start),New York Yankees,Texas Rangers
1610108646,Under,969,5010186706,2.41,0.5,Marcus Semien (Total Bases)(must start),New York Yankees,Texas Rangers
1610108681,Over,968,5010186735,2.39,1.5,Wyatt Langford (Total Bases)(must start),New York Yankees,Texas Rangers
1610108682,Under,969,5010186736,1.534,1.5,Wyatt Langford (Total Bases)(must start),New York Yankees,Texas Rangers
1610108675,Over,968,5010039180,2.46,1.5,Josh Jung (Total Bases)(must start),New York Yankees,Texas Rangers
1610108676,Under,969,5010039181,1.507,1.5,Josh Jung (Total Bases)(must start),New York Yankees,Texas Rangers
1610108732,Over,970,5010312347,1.934,1.5,Lawrence Butler (Total Bases)(must start),Athletics,Los Angeles Angels
1610108733,Under,971,5010312348,1.806,1.5,Lawrence Butler (Total Bases)(must start),Athletics,Los Angeles Angels
1610108786,Over,970,5010312373,2.48,1.5,Nick Kurtz (Total Bases)(must start),Athletics,Los Angeles Angels
1610108787,Under,971,5010312374,1.5,1.5,Nick Kurtz (Total Bases)(must start),Athletics,Los Angeles Angels
1610108726,Over,970,5010254680,2.0,1.5,Shea Langeliers (Total Bases)(must start),Athletics,Los Angeles Angels
1610108727,Under,971,5010254681,1.751,1.5,Shea Langeliers (Total Bases)(must start),Athletics,Los Angeles Angels
1610108780,Over,970,5010312371,2.03,1.5,Tyler Soderstrom (Total Bases)(must start),Athletics,Los Angeles Angels
1610108781,Under,971,5010312372,1.729,1.5,Tyler Soderstrom (Total Bases)(must start),Athletics,Los Angeles Angels
1610108717,Over,970,5010254678,2.01,1.5,Brent Rooker (Total Bases)(must start),Athletics,Los Angeles Angels
